"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda de productos exitosa","Busqueda de un productos a traves del buscador","SUCCESS","2022-09-23T12:13:23.9810394-05:00[America/Bogota]","0.0","9.01"
